NameOfFile	Method	CorCoeff	PValue
Acheilognathus_tabira.CytB.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.014	P-value : 0.790
Acheilognathus_tabira.CytB.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.026	P-value : 0.044
Acheilognathus_tabira.CytB.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.003	P-value : 0.608
Acipenser_gueldenstaedtii.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.100	P-value : 0.120
Acipenser_gueldenstaedtii.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.000	P-value : 0.444
Acipenser_gueldenstaedtii.CytB.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.071	P-value : 0.089
Acipenser_gueldenstaedtii.CytB.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.048	P-value : 0.800
Acipenser_schrenckii.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.064	P-value : 0.788
Acipenser_schrenckii.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.000	P-value : 0.384
Acipenser_stellatus.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.349	P-value : 0.004
Acomys_cahirinus.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.017	P-value : 0.173
Acomys_dimidiatus.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.006	P-value : 0.428
Acomys_dimidiatus.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.042	P-value : 0.971
Acritillas_indica.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.023	P-value : 0.576
Acritillas_indica.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.029	P-value : 0.294
Acrocephalus_brevipennis.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.002	P-value : 0.565
Acrocephalus_brevipennis.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.190	P-value : 0.142
Acrossocheilus_yunnanensis.ND4.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.016	P-value : 0.646
Acrossocheilus_yunnanensis.ND4.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.027	P-value : 0.859
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.032	P-value : 0.948
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.012	P-value : 0.327
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.008	P-value : 0.351
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.033	P-value : 0.105
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.016	P-value : 0.190
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.068	P-value : 0.001
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.40.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.009	P-value : 0.673
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.40.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.076	P-value : 0.000
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.50.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.001	P-value : 0.462
Adelomyia_melanogenys.ATP6.terminals.nuc.fa.50.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.053	P-value : 0.004
Adelomyia_melanogenys.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.022	P-value : 0.040
Adelomyia_melanogenys.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.011	P-value : 0.285
Adelomyia_melanogenys.CytB.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.000	P-value : 0.468
Adelomyia_melanogenys.CytB.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.000	P-value : 0.499
Adelomyia_melanogenys.CytB.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.009	P-value : 0.274
Adelomyia_melanogenys.CytB.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.005	P-value : 0.628
Aegithalos_caudatus.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.104	P-value : 0.939
Aegithalos_caudatus.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.039	P-value : 0.292
Aegithalos_caudatus.ND2.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.090	P-value : 0.963
Aegithalos_caudatus.ND2.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.005	P-value : 0.440
Aegithalos_caudatus.ND2.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.088	P-value : 0.973
Aegithalos_caudatus.ND2.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.009	P-value : 0.540
Aegithalos_concinnus.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.022	P-value : 0.622
Aegithalos_concinnus.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.068	P-value : 0.156
Aegithalos_concinnus.ND2.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.009	P-value : 0.529
Aegithalos_concinnus.ND2.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.008	P-value : 0.629
Aegithalos_concinnus.ND2.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.001	P-value : 0.496
Aegithalos_concinnus.ND2.terminals.nuc.fa.30.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.006	P-value : 0.441
Aegithalos_concinnus.ND2.terminals.nuc.fa.40.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.013	P-value : 0.312
Aegithalos_concinnus.ND2.terminals.nuc.fa.40.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.009	P-value : 0.374
Aegithalos_concinnus.ND2.terminals.nuc.fa.50.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.004	P-value : 0.428
Aegithalos_concinnus.ND2.terminals.nuc.fa.50.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.023	P-value : 0.184
Aethopyga_pulcherrima.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.019	P-value : 0.839
Aethopyga_pulcherrima.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.011	P-value : 0.682
Aethopyga_pulcherrima.ND2.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.001	P-value : 0.507
Aethopyga_pulcherrima.ND2.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.032	P-value : 0.943
Agelaius_phoeniceus.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : 0.061	P-value : 0.866
Agelaius_phoeniceus.ND2.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.073	P-value : 0.881
Agkistrodon_contortrix.ATP6.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.093	P-value : 0.069
Agkistrodon_contortrix.ATP6.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : 0.022	P-value : 0.763
Agkistrodon_contortrix.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.023	P-value : 0.293
Agkistrodon_contortrix.CytB.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.085	P-value : 0.079
Agkistrodon_contortrix.CytB.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.013	P-value : 0.371
Agkistrodon_contortrix.CytB.terminals.nuc.fa.20.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS |D'| AND DISTANCE----	Correlation coefficient : -0.132	P-value : 0.022
Agkistrodon_piscivorus.ATP6.terminals.nuc.fa.10.samples.mike6.txt	---- PEARSON CORRELATION COEFFICIENT BETWEEN LINKAGE DESEQUILIBRIUM MEASURED AS R SQUARE AND DISTANCE ----	Correlation coefficient : -0.054	P-value : 0.266
